k = 2.840220-0.003609 i
Vec Object: 4 MPI processes
  type: mpi
Process [0]
-6.77301e-06 - 2.69585e-07 i
-8.58326e-06 - 6.72137e-07 i
-4.90265e-06 + 1.13832e-06 i
-1.26556e-05 + 1.68919e-06 i
6.45382e-13 - 2.16893e-13 i
6.51187e-13 + 2.01113e-13 i
4.98851e-06 + 2.63165e-06 i
3.32377e-06 - 6.19475e-06 i
-2.71654e-06 + 8.33312e-06 i
7.90957e-06 - 7.65977e-06 i
-4.444e-06 + 9.77121e-06 i
1.25834e-05 - 9.0316e-06 i
-4.10541e-06 + 1.32986e-05 i
2.15708e-05 - 1.06445e-05 i
2.00118e-06 + 2.12167e-05 i
4.57078e-05 - 1.01879e-05 i
3.1566e-05 + 4.46784e-05 i
0.000122621 + 9.38473e-06 i
0.000145828 + 0.000146251 i
0.000355283 + 0.000182611 i
0.000687631 + 0.00109229 i
0.00378626 + 0.00191513 i
0.00492741 + 0.0021033 i
0.0059453 + 0.00369582 i
0.00822582 + 0.00123051 i
8.16523e-06 - 8.13472e-07 i
-0.00819615 - 0.00123767 i
-0.00583874 - 0.00373465 i
-0.00467857 - 0.00194469 i
-0.00386204 - 0.00179718 i
-0.000720076 - 0.00108085 i
-0.000366387 - 0.000174419 i
-0.000154817 - 0.000145052 i
-0.000125025 - 8.25488e-06 i
-3.3575e-05 - 4.39657e-05 i
-4.75426e-05 + 1.10636e-05 i
-2.14245e-06 - 2.12642e-05 i
-2.11627e-05 + 1.12498e-05 i
4.39671e-06 - 1.29886e-05 i
-1.21955e-05 + 9.86348e-06 i
7.0124e-06 - 9.1312e-06 i
-5.26676e-06 + 7.76627e-06 i
5.87646e-06 - 1.03496e-05 i
4.14247e-07 + 3.28704e-06 i
-4.71129e-06 - 5.42821e-06 i
1.59643e-13 - 2.0343e-13 i
1.1843e-12 - 1.33767e-13 i
6.39752e-07 - 2.10242e-06 i
5.08832e-06 + 3.41018e-06 i
6.26777e-06 - 3.26445e-06 i
4.71785e-06 + 5.07467e-06 i
1.05365e-05 - 3.88053e-06 i
9.83742e-06 + 6.99114e-06 i
2.27529e-05 - 4.15566e-06 i
2.99849e-05 + 1.14218e-05 i
6.41498e-05 - 2.29196e-06 i
0.000107351 + 2.41361e-05 i
0.00022439 + 1.00501e-05 i
0.000431187 + 6.75946e-05 i
0.000901848 + 6.29591e-05 i
0.00184657 + 0.000209778 i
0.00370358 - 0.00022214 i
0.00430542 - 0.00146965 i
0.0038802 - 0.00151974 i
0.00285632 - 0.00140347 i
-0.000181735 - 0.000523718 i
2.26901e-06 - 2.05696e-06 i
0.000190218 + 0.000525332 i
-0.00284319 + 0.00140251 i
-0.00386093 + 0.00157283 i
-0.00443907 + 0.00144708 i
-0.00371324 + 0.000185672 i
-0.00184012 - 0.000216446 i
-0.000901288 - 6.57743e-05 i
-0.000429075 - 6.79049e-05 i
-0.000224668 - 1.09208e-05 i
-0.000104286 - 2.45902e-05 i
-6.43451e-05 + 2.24977e-06 i
-2.85318e-05 - 1.144e-05 i
-2.2925e-05 + 3.82874e-06 i
-9.43046e-06 - 7.29738e-06 i
-1.08947e-05 + 3.45519e-06 i
-3.2662e-06 - 4.73829e-06 i
-6.79097e-06 + 4.14258e-06 i
-6.35149e-06 - 1.91467e-06 i
-1.28845e-06 + 3.73086e-06 i
1.63267e-12 - 9.43935e-14 i
7.10975e-13 - 7.33496e-13 i
1.83306e-06 - 1.00835e-06 i
-2.11036e-06 - 1.98315e-06 i
-2.46369e-06 + 2.61602e-06 i
-1.02422e-06 - 3.48991e-06 i
-4.5215e-06 + 3.30965e-06 i
-2.07946e-06 - 4.69546e-06 i
-8.76971e-06 + 4.06763e-06 i
-7.72828e-06 - 7.10921e-06 i
-2.14214e-05 + 4.61235e-06 i
-2.95261e-05 - 1.28779e-05 i
-6.53834e-05 + 3.36515e-06 i
-0.00011931 - 2.81238e-05 i
-0.000241823 - 8.12753e-07 i
-0.000579833 - 2.67042e-05 i
-0.00066725 + 0.000575888 i
-0.000155188 - 0.00196152 i
-0.000818496 + 0.000782429 i
-0.000117357 + 0.00132832 i
0.00105927 + 0.000643031 i
-5.14764e-07 + 1.20943e-06 i
-0.001067 - 0.000641726 i
9.872e-05 - 0.0013283 i
0.000753391 - 0.000791591 i
6.5187e-05 + 0.00176286 i
0.000747953 - 0.00058798 i
0.000593569 + 3.45042e-05 i
0.000246087 + 3.57324e-07 i
0.0001208 + 2.79291e-05 i
6.57755e-05 - 3.30861e-06 i
2.91604e-05 + 1.30469e-05 i
2.1974e-05 - 4.77515e-06 i
6.91189e-06 + 7.07025e-06 i
8.31493e-06 - 3.98956e-06 i
2.31371e-06 + 4.86369e-06 i
5.44059e-06 - 2.95154e-06 i
7.03662e-07 + 3.28668e-06 i
2.16322e-06 - 3.34325e-06 i
1.77052e-06 + 3.36325e-07 i
-2.84756e-06 - 2.32587e-07 i
1.11805e-12 + 1.81797e-13 i
8.93011e-13 - 8.31298e-13 i
4.34203e-05 + 6.52206e-05 i
-3.27999e-05 - 2.32746e-05 i
-1.79959e-05 + 1.51584e-05 i
-2.5398e-05 - 1.63203e-05 i
-3.33095e-05 + 8.73888e-06 i
-4.95975e-05 - 1.68084e-05 i
-7.97699e-05 + 5.87144e-06 i
-0.000136124 - 3.03727e-05 i
-0.000250087 + 7.31347e-07 i
-0.000477287 - 8.58068e-05 i
-0.000974336 - 2.19328e-05 i
-0.00206802 - 0.000361086 i
-0.00461997 - 4.94919e-05 i
-0.0121768 - 0.00352489 i
-0.0459897 + 0.0167148 i
0.0680806 + 0.0682479 i
0.0298053 + 0.000675726 i
0.00817977 + 0.000502172 i
0.0021614 - 0.000243114 i
1.40286e-06 - 1.46415e-06 i
-0.00214614 + 0.000244859 i
-0.00814645 - 0.000498995 i
-0.0297045 - 0.000662995 i
-0.067883 - 0.0680209 i
0.0458319 - 0.0166787 i
0.0121429 + 0.00351259 i
0.00460678 + 4.88139e-05 i
0.00206209 + 0.000361135 i
0.000971308 + 2.12371e-05 i
0.00047593 + 8.60913e-05 i
0.000248622 - 1.01165e-06 i
0.000136545 + 3.08165e-05 i
8.01533e-05 - 5.98269e-06 i
4.95675e-05 + 1.69511e-05 i
3.09411e-05 - 9.36789e-06 i
2.49069e-05 + 1.65546e-05 i
1.76624e-05 - 1.44597e-05 i
3.34426e-05 + 2.46718e-05 i
-4.2031e-05 - 6.4543e-05 i
6.84301e-13 + 1.59239e-13 i
1.29072e-12 - 6.54713e-13 i
1.83964e-06 - 8.95591e-07 i
-2.11738e-06 - 2.12384e-06 i
-2.49163e-06 + 2.7468e-06 i
-1.00284e-06 - 3.64726e-06 i
-4.57884e-06 + 3.46491e-06 i
-2.0341e-06 - 4.86906e-06 i
-9.00311e-06 + 4.23122e-06 i
-7.72277e-06 - 7.41341e-06 i
-2.16327e-05 + 4.7735e-06 i
-2.98135e-05 - 1.33908e-05 i
-6.61038e-05 + 3.35225e-06 i
-0.000120357 - 2.96085e-05 i
-0.000244161 - 2.25163e-06 i
-0.000583884 - 3.37243e-05 i
-0.000689833 + 0.000565267 i
-0.000179624 - 0.00190325 i
-0.000810053 + 0.000791719 i
-0.000117633 + 0.00133054 i
0.00106078 + 0.000642381 i
-2.63299e-07 + 1.5209e-06 i
-0.00106552 - 0.000643156 i
9.84873e-05 - 0.00132796 i
0.000764085 - 0.000792613 i
7.89408e-05 + 0.00180855 i
0.00072807 - 0.000582647 i
0.000589293 + 3.03153e-05 i
0.000245032 + 2.91935e-07 i
0.000120907 + 2.71449e-05 i
6.50184e-05 - 3.45022e-06 i
2.91058e-05 + 1.24925e-05 i
2.19225e-05 - 4.56267e-06 i
6.97632e-06 + 6.77683e-06 i
8.19109e-06 - 3.80321e-06 i
2.68895e-06 + 4.7144e-06 i
5.88764e-06 - 2.63948e-06 i
1.8575e-06 + 3.40899e-06 i
2.63319e-06 - 2.76039e-06 i
3.77543e-06 + 2.01939e-07 i
-1.13685e-06 - 1.03935e-06 i
5.23567e-13 - 3.22647e-14 i
1.02361e-12 - 3.11972e-13 i
6.22183e-07 - 1.96235e-06 i
4.96881e-06 + 3.41973e-06 i
6.54811e-06 - 3.24692e-06 i
4.49609e-06 + 5.05864e-06 i
1.0871e-05 - 3.85753e-06 i
9.57103e-06 + 6.92127e-06 i
2.34256e-05 - 4.03779e-06 i
2.96359e-05 + 1.15441e-05 i
6.49608e-05 - 2.02426e-06 i
0.000107247 + 2.44537e-05 i
0.000225709 + 1.09867e-05 i
0.000431438 + 6.91975e-05 i
0.00090308 + 6.75373e-05 i
0.00184475 + 0.000217332 i
0.00369486 - 0.000191072 i
0.00437235 - 0.0013527 i
0.00392249 - 0.00154339 i
0.00286638 - 0.00140461 i
-0.000182233 - 0.00052474 i
1.02325e-06 + 4.79453e-07 i
0.00019327 + 0.000523716 i
-0.00282605 + 0.00139885 i
-0.0038096 + 0.00154698 i
-0.00436844 + 0.00156006 i
-0.00372055 + 0.000216337 i
-0.00184154 - 0.000207897 i
-0.000900769 - 6.06774e-05 i
-0.000430921 - 6.61531e-05 i
-0.000223651 - 9.12922e-06 i
-0.000105411 - 2.39508e-05 i
-6.55272e-05 + 2.44473e-06 i
-2.90255e-05 - 1.15127e-05 i
-2.2512e-05 + 4.00249e-06 i
-1.03388e-05 - 7.10941e-06 i
-1.12088e-05 + 3.43391e-06 i
-4.80474e-06 - 5.21265e-06 i
-6.7939e-06 + 3.03307e-06 i
-9.02918e-06 - 1.71318e-06 i
-3.37441e-06 + 5.7394e-06 i
4.85786e-13 + 1.13488e-13 i
5.08441e-13 + 1.27054e-14 i
5.1232e-06 + 2.83099e-06 i
2.9801e-06 - 6.23546e-06 i
-2.68141e-06 + 8.3138e-06 i
7.59957e-06 - 7.69414e-06 i
-4.29973e-06 + 9.77965e-06 i
1.22671e-05 - 9.00484e-06 i
-4.11576e-06 + 1.31966e-05 i
2.12409e-05 - 1.08684e-05 i
2.41664e-06 + 2.12213e-05 i
4.55107e-05 - 1.03861e-05 i
3.23781e-05 + 4.4359e-05 i
0.000122243 + 8.39796e-06 i
0.000148837 + 0.000143873 i
0.000357925 + 0.000176951 i
0.000703514 + 0.00108195 i
0.00381473 + 0.00183961 i
0.00474306 + 0.00199114 i
0.00587061 + 0.00371628 i
0.00820081 + 0.00123002 i
4.27769e-07 - 7.60122e-06 i
-0.00821505 - 0.00123682 i
-0.00590806 - 0.00370107 i
-0.00486203 - 0.00205211 i
-0.00382477 - 0.00187182 i
-0.000706458 - 0.00109073 i
-0.000367807 - 0.000181738 i
-0.000152112 - 0.00014829 i
-0.000125617 - 1.05955e-05 i
-3.44125e-05 - 4.6025e-05 i
-4.81408e-05 + 1.03871e-05 i
1.11149e-06 - 2.12415e-05 i
-2.20996e-05 + 1.0989e-05 i
4.90663e-06 - 1.29151e-05 i
-1.16528e-05 + 9.44519e-06 i
6.10837e-06 - 9.40657e-06 i
-6.43838e-06 + 8.13088e-06 i
3.05734e-06 - 7.65899e-06 i
2.46227e-06 + 4.88769e-06 i
-1.73456e-06 - 6.08736e-06 i
6.06178e-13 + 2.19184e-13 i
1.49389e-12 - 4.23926e-13 i
1.08487e-05 - 3.35024e-07 i
6.10027e-07 + 4.09014e-08 i
6.71631e-06 + 5.71953e-07 i
2.63079e-06 + 3.11758e-07 i
8.9751e-06 + 1.76899e-07 i
7.34846e-06 + 9.93411e-07 i
1.84597e-05 + 3.41839e-07 i
2.37926e-05 + 2.15319e-06 i
5.24342e-05 + 2.075e-06 i
8.80068e-05 + 5.29805e-06 i
0.000188991 + 9.51304e-06 i
0.000366382 + 1.50915e-05 i
0.000794398 + 3.35128e-05 i
0.00162523 + 1.28377e-05 i
0.00335676 - 0.000121318 i
0.00500772 - 0.000227679 i
0.0157492 + 0.00575945 i
0.044845 - 0.0183579 i
0.0023925 - 0.0387278 i
1.60599e-05 - 8.65103e-05 i
-0.00220825 + 0.0385013 i
-0.044508 + 0.0183624 i
-0.0156693 - 0.00567423 i
-0.00497824 + 0.000236287 i
-0.00333768 + 0.000130944 i
-0.00161693 - 1.06557e-05 i
-0.000790447 - 3.10416e-05 i
-0.000363501 - 1.49223e-05 i
-0.000188189 - 8.48839e-06 i
-8.78416e-05 - 5.82882e-06 i
-5.3558e-05 - 1.58362e-06 i
-2.4037e-05 - 2.7014e-06 i
-1.93078e-05 - 3.36892e-07 i
-6.49998e-06 - 1.29959e-06 i
-8.49354e-06 + 6.00153e-07 i
-2.19671e-06 - 5.06374e-07 i
-5.85207e-06 - 8.00919e-08 i
1.69523e-06 - 6.20071e-07 i
-8.8624e-06 - 1.89378e-07 i
5.77866e-13 - 7.63059e-13 i
8.88284e-13 + 3.52076e-13 i
-2.74688e-06 - 1.11767e-06 i
3.21802e-07 + 4.64846e-06 i
4.00495e-06 - 5.83076e-06 i
-2.69025e-06 + 6.27593e-06 i
6.84782e-06 - 6.86275e-06 i
-3.93326e-06 + 7.57001e-06 i
1.15799e-05 - 8.46874e-06 i
-2.60086e-06 + 1.00713e-05 i
2.20312e-05 - 1.10636e-05 i
8.29303e-06 + 1.44517e-05 i
5.70942e-05 - 1.35242e-05 i
6.41869e-05 + 2.70265e-05 i
0.000202728 - 7.07172e-07 i
0.000355408 + 0.000114307 i
0.00106762 + 0.000303001 i
0.00310416 + 0.000723819 i
0.00622063 - 0.000317646 i
0.0102501 - 0.00282276 i
0.00922502 - 0.00730825 i
1.6296e-05 - 3.39396e-05 i
-0.00921993 + 0.00725091 i
-0.010239 + 0.00280215 i
-0.00621936 + 0.000305173 i
-0.00309214 - 0.000717353 i
-0.00106865 - 0.00030484 i
-0.000350404 - 0.000111791 i
-0.000201913 + 4.78604e-07 i
-6.19789e-05 - 2.47558e-05 i
-5.51566e-05 + 1.32966e-05 i
-5.76274e-06 - 1.32798e-05 i
-2.42432e-05 + 1.0125e-05 i
4.05031e-06 - 9.06747e-06 i
-1.17844e-05 + 7.60222e-06 i
2.14625e-06 - 7.39282e-06 i
-9.81145e-06 + 5.397e-06 i
1.94321e-07 - 6.3499e-06 i
-5.11593e-06 + 4.091e-06 i
-8.0271e-06 - 2.81368e-06 i
-2.62119e-06 + 4.82009e-06 i
1.1481e-12 - 6.81228e-14 i
4.93784e-13 - 6.64357e-13 i
1.69365e-06 + 7.2016e-08 i
4.01061e-07 - 2.2486e-06 i
-2.96468e-07 + 2.85295e-06 i
1.86609e-06 - 3.16395e-06 i
-9.23116e-07 + 3.44394e-06 i
3.49266e-06 - 3.9023e-06 i
-8.34884e-07 + 4.17594e-06 i
6.6985e-06 - 5.26598e-06 i
2.26044e-06 + 5.08039e-06 i
1.64433e-05 - 7.88334e-06 i
1.68872e-05 + 4.3091e-06 i
5.30763e-05 - 1.7773e-05 i
8.06166e-05 - 1.54773e-05 i
0.000186875 - 9.66627e-05 i
0.000181005 - 0.000298149 i
-0.000336262 - 0.000667512 i
-0.000706077 - 0.000361329 i
-0.00103736 + 0.000266399 i
-0.000558844 + 0.00102262 i
-1.19073e-06 - 1.93791e-06 i
0.000557196 - 0.00102353 i
0.00103585 - 0.000270627 i
0.000704327 + 0.000359464 i
0.000333259 + 0.00066149 i
-0.000179306 + 0.000297457 i
-0.000186926 + 9.51417e-05 i
-8.01862e-05 + 1.53163e-05 i
-5.31419e-05 + 1.67552e-05 i
-1.77003e-05 - 4.21777e-06 i
-1.72229e-05 + 7.30065e-06 i
-1.26869e-06 - 4.7814e-06 i
-7.32604e-06 + 4.87081e-06 i
6.27781e-07 - 3.63574e-06 i
-2.24241e-06 + 3.77911e-06 i
2.51099e-06 - 2.84904e-06 i
-4.36423e-07 + 3.18349e-06 i
5.45556e-07 - 1.67738e-06 i
3.65852e-06 + 1.20109e-06 i
1.07129e-06 - 1.91511e-06 i
1.3171e-12 - 6.03224e-14 i
5.39613e-13 - 1.78689e-13 i
-9.80174e-07 + 7.17286e-08 i
8.4264e-08 + 1.21874e-06 i
-6.4948e-08 - 1.79373e-06 i
-6.73273e-07 + 1.8522e-06 i
3.10264e-07 - 2.25102e-06 i
-1.52782e-06 + 2.23627e-06 i
3.57783e-07 - 2.84334e-06 i
-3.13392e-06 + 2.72604e-06 i
-1.15859e-06 - 3.89334e-06 i
-8.08211e-06 + 3.03953e-06 i
-8.63553e-06 - 5.43718e-06 i
-2.74893e-05 + 4.25033e-06 i
-4.30385e-05 - 9.61459e-07 i
-0.000102318 + 3.8425e-05 i
-8.2084e-05 + 0.000167514 i
0.000323953 + 0.000380129 i
0.000536482 + 0.000122304 i
0.000637734 - 0.000303795 i
0.000226415 - 0.000605108 i
9.08693e-07 - 8.12658e-07 i
-0.000224766 + 0.000602513 i
-0.000635873 + 0.000303444 i
-0.000534741 - 0.00012254 i
-0.000322025 - 0.000377219 i
8.09119e-05 - 0.000167583 i
0.000102274 - 3.79651e-05 i
4.26853e-05 + 7.53764e-07 i
2.75226e-05 - 3.78637e-06 i
9.11331e-06 + 5.26649e-06 i
8.59245e-06 - 2.69138e-06 i
5.71938e-07 + 3.62719e-06 i
3.56927e-06 - 2.43267e-06 i
-2.28725e-07 + 2.49355e-06 i
6.68958e-07 - 2.14781e-06 i
-1.37727e-06 + 1.79494e-06 i
-3.08164e-07 - 1.88025e-06 i
-1.3433e-07 + 9.40846e-07 i
-2.967e-06 - 5.8545e-07 i
-1.06391e-06 + 1.1411e-06 i
6.30702e-13 + 4.18492e-13 i
5.40988e-13 + 3.34558e-13 i
6.83727e-07 - 1.91657e-07 i
-2.61178e-07 - 7.81815e-07 i
3.1942e-07 + 1.25455e-06 i
1.84846e-07 - 1.295e-06 i
9.31208e-08 + 1.62055e-06 i
7.4883e-07 - 1.56428e-06 i
9.64517e-08 + 2.05068e-06 i
1.82413e-06 - 1.82504e-06 i
1.22793e-06 + 2.83316e-06 i
5.21878e-06 - 1.72793e-06 i
6.56035e-06 + 4.21315e-06 i
1.88656e-05 - 1.43178e-06 i
3.13615e-05 + 2.41655e-06 i
7.381e-05 - 2.27491e-05 i
6.02499e-05 - 0.000120644 i
-0.00025289 - 0.000272951 i
-0.000384617 - 7.41174e-05 i
-0.000419721 + 0.000232049 i
-0.000101408 + 0.000401318 i
-5.77619e-07 + 5.03543e-07 i
0.000100209 - 0.000399719 i
0.00041819 - 0.000231827 i
0.000383152 + 7.41166e-05 i
0.000251499 + 0.00027078 i
-5.94028e-05 + 0.000120684 i
-7.37163e-05 + 2.2501e-05 i
-3.10846e-05 - 2.18546e-06 i
-1.88819e-05 + 1.15053e-06 i
-6.87457e-06 - 4.0363e-06 i
-5.58273e-06 + 1.45908e-06 i
-8.16736e-07 - 2.62257e-06 i
-2.1585e-06 + 1.57601e-06 i
-1.92907e-07 - 1.7896e-06 i
-8.34681e-08 + 1.49169e-06 i
7.21548e-07 - 1.25428e-06 i
5.8336e-07 + 1.32179e-06 i
-1.25523e-07 - 5.53568e-07 i
2.57338e-06 + 3.35501e-07 i
9.62011e-07 - 7.48354e-07 i
7.90702e-13 - 9.67494e-13 i
1.09765e-12 - 1.22859e-13 i
-5.18436e-07 + 2.62747e-07 i
3.75571e-07 + 5.3624e-07 i
-4.62612e-07 - 9.4522e-07 i
1.05838e-07 + 9.8526e-07 i
-3.11689e-07 - 1.25857e-06 i
-2.89084e-07 + 1.19529e-06 i
-3.20563e-07 - 1.58557e-06 i
-1.04163e-06 + 1.3485e-06 i
-1.15213e-06 - 2.17967e-06 i
-3.44847e-06 + 1.10866e-06 i
-4.9888e-06 - 3.33447e-06 i
-1.33646e-05 + 2.85907e-07 i
-2.33685e-05 - 2.71102e-06 i
-5.54267e-05 + 1.47455e-05 i
-4.58651e-05 + 9.25283e-05 i
0.000206006 + 0.000210188 i
0.000296202 + 5.06767e-05 i
0.000307134 - 0.000184051 i
5.16596e-05 - 0.000295234 i
4.06301e-07 - 3.74266e-07 i
-5.07235e-05 + 0.000294085 i
-0.00030585 + 0.000183869 i
-0.000294951 - 5.05891e-05 i
-0.000204911 - 0.000208482 i
4.52254e-05 - 9.25308e-05 i
5.53338e-05 - 1.45935e-05 i
2.315e-05 + 2.49833e-06 i
1.33724e-05 - 8.97356e-08 i
5.21258e-06 + 3.18491e-06 i
3.72357e-06 - 9.00985e-07 i
8.40087e-07 + 1.99923e-06 i
1.31081e-06 - 1.15129e-06 i
4.02355e-07 + 1.36627e-06 i
-2.5376e-07 - 1.12864e-06 i
-3.47366e-07 + 9.59837e-07 i
-7.32091e-07 - 9.98301e-07 i
2.96428e-07 + 3.49564e-07 i
-2.28277e-06 - 1.87536e-07 i
-8.59496e-07 + 4.82163e-07 i
7.34673e-13 - 7.62511e-13 i
1.04602e-12 + 1.73822e-13 i
4.17334e-07 - 3.11174e-07 i
-4.53238e-07 - 3.83033e-07 i
5.56486e-07 + 7.48335e-07 i
-2.93838e-07 - 7.95054e-07 i
4.47334e-07 + 1.02677e-06 i
-3.16083e-09 - 9.71083e-07 i
4.47317e-07 + 1.28228e-06 i
5.4514e-07 - 1.07066e-06 i
1.05683e-06 + 1.73514e-06 i
2.30954e-06 - 7.9427e-07 i
3.86179e-06 + 2.67389e-06 i
9.76072e-06 + 1.78202e-07 i
1.79103e-05 + 2.6017e-06 i
4.32902e-05 - 1.01891e-05 i
3.65833e-05 - 7.42593e-05 i
-0.000173005 - 0.000170029 i
-0.000238806 - 3.75671e-05 i
-0.000239734 + 0.000151156 i
-2.74542e-05 + 0.000231768 i
-3.04733e-07 + 2.91512e-07 i
2.66907e-05 - 0.000230892 i
0.000238636 - 0.000151013 i
0.000237724 + 3.7433e-05 i
0.000172095 + 0.000168619 i
-3.60814e-05 + 7.42238e-05 i
-4.3207e-05 + 1.00826e-05 i
-1.77335e-05 - 2.41491e-06 i
-9.76277e-06 - 3.21058e-07 i
-4.03136e-06 - 2.55217e-06 i
-2.53148e-06 + 6.23923e-07 i
-8.14056e-07 - 1.57676e-06 i
-7.75224e-07 + 9.09064e-07 i
-5.25696e-07 - 1.0977e-06 i
4.54726e-07 + 9.00564e-07 i
1.02972e-07 - 7.71771e-07 i
8.07684e-07 + 7.99109e-07 i
-4.34607e-07 - 2.30972e-07 i
2.07652e-06 + 9.35783e-08 i
7.88045e-07 - 3.045e-07 i
4.43449e-13 - 4.21535e-14 i
1.139e-12 + 4.47471e-13 i
-3.51532e-07 + 3.4758e-07 i
5.10809e-07 + 2.79956e-07 i
-6.24163e-07 - 6.1675e-07 i
4.24197e-07 + 6.69733e-07 i
-5.38877e-07 - 8.68846e-07 i
1.9943e-07 + 8.24872e-07 i
-5.24056e-07 - 1.07235e-06 i
-2.15136e-07 + 8.93943e-07 i
-9.66031e-07 - 1.41954e-06 i
-1.54326e-06 + 6.20713e-07 i
-3.0368e-06 - 2.18059e-06 i
-7.30095e-06 - 3.72581e-07 i
-1.40768e-05 - 2.42424e-06 i
-3.50203e-05 + 7.25367e-06 i
-3.06289e-05 + 6.15637e-05 i
0.00014888 + 0.000142743 i
0.000198934 + 2.94927e-05 i
0.000195631 - 0.000127844 i
1.38045e-05 - 0.000190491 i
2.38758e-07 - 2.37164e-07 i
-1.3166e-05 + 0.000189792 i
-0.000194669 + 0.000127735 i
-0.00019798 - 2.93371e-05 i
-0.000148097 - 0.000141528 i
3.02168e-05 - 6.15045e-05 i
3.49494e-05 - 7.17231e-06 i
1.3932e-05 + 2.27086e-06 i
7.3039e-06 + 4.84445e-07 i
3.16515e-06 + 2.07262e-06 i
1.72429e-06 - 4.76843e-07 i
7.66178e-07 + 1.28345e-06 i
4.14178e-07 - 7.50096e-07 i
5.87133e-07 + 9.16451e-07 i
-5.79746e-07 - 7.59402e-07 i
6.94033e-08 + 6.52577e-07 i
-8.64535e-07 - 6.61649e-07 i
5.41275e-07 + 1.57153e-07 i
-1.93542e-06 - 4.43611e-08 i
-7.22481e-07 + 1.89378e-07 i
1.02996e-12 + 5.48795e-13 i
1.11283e-12 - 7.86807e-13 i
3.05211e-07 - 3.7694e-07 i
-5.55599e-07 - 2.06686e-07 i
6.75368e-07 + 5.21719e-07 i
-5.18516e-07 - 5.81136e-07 i
6.03236e-07 + 7.55063e-07 i
-3.36887e-07 - 7.21356e-07 i
5.7066e-07 + 9.18609e-07 i
-1.15544e-08 - 7.71595e-07 i
8.81179e-07 + 1.18432e-06 i
1.00801e-06 - 5.15992e-07 i
2.40908e-06 + 1.80554e-06 i
5.55296e-06 + 4.59296e-07 i
1.12822e-05 + 2.28417e-06 i
2.92233e-05 - 5.11562e-06 i
2.69577e-05 - 5.22504e-05 i
-0.000130748 - 0.000123468 i
-0.000169788 - 2.41917e-05 i
-0.000164972 + 0.000110807 i
-4.97987e-06 + 0.000162127 i
-1.91025e-07 + 1.99936e-07 i
4.42973e-06 - 0.000161554 i
0.000164114 - 0.000110721 i
0.000168932 + 2.40216e-05 i
0.000130058 + 0.000122394 i
-2.66063e-05 + 5.21695e-05 i
-2.91622e-05 + 5.05448e-06 i
-1.11602e-05 - 2.15986e-06 i
-5.55696e-06 - 5.51048e-07 i
-2.50777e-06 - 1.71183e-06 i
-1.15761e-06 + 3.99158e-07 i
-7.15584e-07 - 1.06488e-06 i
-1.64817e-07 + 6.42253e-07 i
-6.16286e-07 - 7.86541e-07 i
6.6031e-07 + 6.57736e-07 i
-1.99646e-07 - 5.70642e-07 i
8.97934e-07 + 5.68998e-07 i
-6.26069e-07 - 1.02679e-07 i
1.8051e-06 + 3.97161e-09 i
6.43132e-07 - 9.05897e-08 i
7.43753e-13 - 4.62934e-13 i
4.3149e-13 - 3.37451e-13 i
-2.70808e-07 + 4.01577e-07 i
5.92671e-07 + 1.50936e-07 i
-7.16094e-07 - 4.5084e-07 i
5.90245e-07 + 5.15339e-07 i
-6.49462e-07 - 6.698e-07 i
4.3687e-07 + 6.44673e-07 i
-5.96946e-07 - 8.00927e-07 i
1.74513e-07 + 6.83532e-07 i
-8.01552e-07 - 1.00372e-06 i
-6.18431e-07 + 4.50595e-07 i
-1.90669e-06 - 1.51443e-06 i
-4.24877e-06 - 4.99718e-07 i
-9.14556e-06 - 2.20816e-06 i
-2.50448e-05 + 3.35388e-06 i
-2.49799e-05 + 4.5056e-05 i
0.000116861 + 0.000109536 i
0.00014754 + 2.05484e-05 i
0.000142724 - 9.80222e-05 i
-1.62824e-06 - 0.000141913 i
1.54068e-07 - 1.70676e-07 i
2.11348e-06 + 0.00014143 i
-0.000141946 + 9.79533e-05 i
-0.000146761 - 2.03666e-05 i
-0.00011624 - 0.000108563 i
2.46696e-05 - 4.49574e-05 i
2.49873e-05 - 3.30548e-06 i
9.0429e-06 + 2.1042e-06 i
4.25404e-06 + 5.71769e-07 i
1.98355e-06 + 1.43413e-06 i
7.46112e-07 - 3.50721e-07 i
6.61236e-07 + 8.98129e-07 i
-1.14452e-08 - 5.70402e-07 i
6.44019e-07 + 6.9286e-07 i
-7.15602e-07 - 5.87747e-07 i
2.9781e-07 + 5.03119e-07 i
-9.18609e-07 - 5.09685e-07 i
6.86745e-07 + 7.03444e-08 i
-1.69577e-06 + 3.37018e-08 i
-5.7929e-07 + 7.37945e-09 i
1.07261e-12 + 2.73301e-13 i
1.32771e-12 + 2.70961e-13 i
2.4406e-07 - 4.24085e-07 i
-6.25038e-07 - 1.06071e-07 i
7.50585e-07 + 3.95523e-07 i
-6.4813e-07 - 4.64945e-07 i
6.84664e-07 + 6.02341e-07 i
-5.12576e-07 - 5.86243e-07 i
6.11548e-07 + 7.07305e-07 i
-2.96048e-07 - 6.17462e-07 i
7.24563e-07 + 8.58685e-07 i
3.19946e-07 - 4.10261e-07 i
1.48286e-06 + 1.27731e-06 i
3.21556e-06 + 5.18413e-07 i
7.40293e-06 + 2.19217e-06 i
2.19212e-05 - 1.71454e-06 i
2.44156e-05 - 3.91719e-05 i
-0.000106144 - 9.94114e-05 i
-0.000129809 - 1.7951e-05 i
